product_itemid,product_shopid,product_links,shop_review_links,image_links,shop_profile_links
9387618450,457382190,https://shopee.ph/2021newautumndesignfeelingminoritysupershorttopwomensKoreanloosewhiteLongSleeveSweaterfashion-i.457382190.9387618450,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=9387618450&limit=50&offset=0&shopid=457382190&type=0,https://cf.shopee.ph/file/b85df397ced343f9b804b779c517ea4d,https://shopee.ph/api/v4/product/get_shop_info?shopid=457382190
3361512461,141606030,https://shopee.ph/38992IrregularDesignLongSleevedShirtKoreanWomenTopsMintDress-i.141606030.3361512461,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=3361512461&limit=50&offset=0&shopid=141606030&type=0,https://cf.shopee.ph/file/55b9319639525be2da2df148364861f7,https://shopee.ph/api/v4/product/get_shop_info?shopid=141606030
6987389103,405182515,https://shopee.ph/LargeSizeWomensNewLooseChiffonVneckShirtSuppleandComfortableKoreanBlouseLongSleeveBaseShirt-i.405182515.6987389103,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=6987389103&limit=50&offset=0&shopid=405182515&type=0,https://cf.shopee.ph/file/d275c10995a601ff05e86ec516f1b3a6,https://shopee.ph/api/v4/product/get_shop_info?shopid=405182515
10013408728,472232144,https://shopee.ph/WhiteLadiesVNeckKnittedBlouselongsleeveshirttopsforwomenbuttondowntop-i.472232144.10013408728,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=10013408728&limit=50&offset=0&shopid=472232144&type=0,https://cf.shopee.ph/file/cc68d79b3c0ff72b7cfd902e6477b823,https://shopee.ph/api/v4/product/get_shop_info?shopid=472232144
3397605416,444774728,https://shopee.ph/ReadyStockKoreanWomensPuffSleeveCropTopSexySquareNeckShortChiffonLongSleeveBlouse-i.444774728.3397605416,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=3397605416&limit=50&offset=0&shopid=444774728&type=0,https://cf.shopee.ph/file/8ba79fd6474fa6977ea2eed3b8c6916c,https://shopee.ph/api/v4/product/get_shop_info?shopid=444774728
3879814746,141606030,https://shopee.ph/BasicSolidColorLooseLongSleeveShirt-i.141606030.3879814746,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=3879814746&limit=50&offset=0&shopid=141606030&type=0,https://cf.shopee.ph/file/b79f135cbaef063fdd3d32548cf0e5a0,https://shopee.ph/api/v4/product/get_shop_info?shopid=141606030
9675574435,389973330,https://shopee.ph/Squareneckslimshortthinlongsleevedknittedtop-i.389973330.9675574435,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=9675574435&limit=50&offset=0&shopid=389973330&type=0,https://cf.shopee.ph/file/0980e2be0927640f7d66044e6b1e8ac4,https://shopee.ph/api/v4/product/get_shop_info?shopid=389973330
5720131064,141606030,https://shopee.ph/WomenSingleBreastedSweaterWildComfortableFittedSolidLongSleeveTops-i.141606030.5720131064,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=5720131064&limit=50&offset=0&shopid=141606030&type=0,https://cf.shopee.ph/file/d0a024517b6e95e6b86304e5da180d7f,https://shopee.ph/api/v4/product/get_shop_info?shopid=141606030
7645577041,141606030,https://shopee.ph/FrenchMinorityRetroPrintVNeckLaceLongSleeveShirt-i.141606030.7645577041,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=7645577041&limit=50&offset=0&shopid=141606030&type=0,https://cf.shopee.ph/file/65c5cb3b221d93be7127c576da29d975,https://shopee.ph/api/v4/product/get_shop_info?shopid=141606030
7387674246,38991357,https://shopee.ph/ElegantLongSleeveTunicLadiesTop-i.38991357.7387674246,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=7387674246&limit=50&offset=0&shopid=38991357&type=0,https://cf.shopee.ph/file/062c0b04e19496915a1f9be48c46d030,https://shopee.ph/api/v4/product/get_shop_info?shopid=38991357
8316059463,389517614,https://shopee.ph/99pesotindahanOversizedTopPlusSizeKoreannewestFashioncartoonWomenTopsBasicTeecasual-i.389517614.8316059463,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=8316059463&limit=50&offset=0&shopid=389517614&type=0,https://cf.shopee.ph/file/df3cc93c133bb8718b611096918fa0d5,https://shopee.ph/api/v4/product/get_shop_info?shopid=389517614
