,product_itemid,product_shopid,product_links,shop_review_links,image_links,shop_profile_links
239,5256831770,125770408,https://shopee.ph/ElisseRuchedLongsleevestopbyciao-i.125770408.5256831770,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=5256831770&limit=50&offset=0&shopid=125770408&type=0,https://cf.shopee.ph/file/1a7e10f10c4a94a8444c93a44827b385,https://shopee.ph/api/v4/product/get_shop_info?shopid=125770408
240,7013837030,29392066,https://shopee.ph/KoreanfashionKnittedTopBlouseButtonLongSleeves-i.29392066.7013837030,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=7013837030&limit=50&offset=0&shopid=29392066&type=0,https://cf.shopee.ph/file/62a7f31a78e655321429571b1ab5fc9f,https://shopee.ph/api/v4/product/get_shop_info?shopid=29392066
241,4993284823,264590394,https://shopee.ph/ClaireKoreanTrendyPuffSleeveTopBigSleevePlainTops34SleeveTops11215-i.264590394.4993284823,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=4993284823&limit=50&offset=0&shopid=264590394&type=0,https://cf.shopee.ph/file/ade8d3295d2b7ee520d3ece8e4d0dd7d,https://shopee.ph/api/v4/product/get_shop_info?shopid=264590394
242,8165273987,383858880,https://shopee.ph/PrelovedThriftedTopsKoreanFashionPoloBlouseWhiteCollection-i.383858880.8165273987,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=8165273987&limit=50&offset=0&shopid=383858880&type=0,https://cf.shopee.ph/file/8cab6bc4e081cb869e232c120e1fc6c7,https://shopee.ph/api/v4/product/get_shop_info?shopid=383858880
243,9634218283,46399675,https://shopee.ph/SIENNAKoreanLongsleevesBowTop-i.46399675.9634218283,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=9634218283&limit=50&offset=0&shopid=46399675&type=0,https://cf.shopee.ph/file/b71e22cd167ad98259a41ff3858f71f7,https://shopee.ph/api/v4/product/get_shop_info?shopid=46399675
244,4889275930,91117081,https://shopee.ph/UkayUkayWomenLadiesKoreanFashionClothingMixedQualityBrownGoldLightPinkTopsBlouseCOD-i.91117081.4889275930,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=4889275930&limit=50&offset=0&shopid=91117081&type=0,https://cf.shopee.ph/file/e362c8f9a188ebe1586e1dcf004b301f,https://shopee.ph/api/v4/product/get_shop_info?shopid=91117081
245,3993025391,64360491,https://shopee.ph/KoreanwomenssummerlaceSquareNeckchiffonwaistpleatedtop-i.64360491.3993025391,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=3993025391&limit=50&offset=0&shopid=64360491&type=0,https://cf.shopee.ph/file/5d01e97589474ee62252e5a1761ecff8,https://shopee.ph/api/v4/product/get_shop_info?shopid=64360491
246,4453945374,192699788,https://shopee.ph/1SetCODReadystockWomenkoreantopFashionSexySolidColorSlingTankKnitCardigan-i.192699788.4453945374,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=4453945374&limit=50&offset=0&shopid=192699788&type=0,https://cf.shopee.ph/file/4d6b591feb5e4672798effe4fd95b473,https://shopee.ph/api/v4/product/get_shop_info?shopid=192699788
247,5894062378,375853108,https://shopee.ph/BlousewomennewstylelongsleevedallmatchKoreanstyleloosedesignnicheBlousewomen-i.375853108.5894062378,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=5894062378&limit=50&offset=0&shopid=375853108&type=0,https://cf.shopee.ph/file/4163a7c2481e857f3a5138aeeee1728a,https://shopee.ph/api/v4/product/get_shop_info?shopid=375853108
248,9215194618,368444703,https://shopee.ph/NewsexySoftknittedlongsleeveKoreanfashiotopKoreanstylelongsleeveblouse-i.368444703.9215194618,https://shopee.ph/api/v2/item/get_ratings?filter=0&flag=1&itemid=9215194618&limit=50&offset=0&shopid=368444703&type=0,https://cf.shopee.ph/file/91c7f743b39b13f06c0a3c3159683806,https://shopee.ph/api/v4/product/get_shop_info?shopid=368444703
