product_itemid,product_shopid,product_category,product_name,product_price,product_price_min,product_price_max,product_discount,product_brand,product_like_count,product_comment_count,product_views,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,shop_location,shop_is_on_flash_sale,shop_is_preferred_plus_seller,feature_lowest_price_guarantee,feature_can_use_bundle_deal,feature_can_use_cod,feature_can_use_wholesale,feature_show_free_shipping,product_variation_count
7594221448,151149464,Short Sleeves,S-3XL Long sunscreen women's summer new style large size loose cardigan with chiffon shirt,558,215,265,61,No Brand,116,2,2359,2,0,0,0,0,2,5.0,2981,8,1,Mainland China,0,0,0,1,0,0,0,5
3979449724,312874722,Short Sleeves,LOVE boutique Oversized Fashion T Shirt for Women - Casual Tops (Minidress),159,69,79,57,No Brand,1298,970,15695,810,64,47,23,26,970,4.66,443782,4666,1,"San Nicolas, Metro Manila",0,0,1,0,0,0,0,50
11723486782,494426915,Short Sleeves,Ice Silk Short-sleeved T-shirt Bright Silk Stitching Temperament V-neck Blouse Women,658,329,329,50,No Brand,10,0,298,0,0,0,0,0,0,0.0,13773,0,1,Mainland China,0,0,0,1,0,0,0,3
8673960053,419236946,Short Sleeves,Women Summer Retro Style Elegant Lady Loose Satin Silk Basic Deep V-neck Top Blouse Soft Touch,698,210,210,70,No Brand,420,23,6847,19,0,2,2,0,23,4.57,562,55,1,Mainland China,0,0,0,0,0,0,0,3
7893204092,453049862,Short Sleeves,2021 summer new women's fashion off shoulder one neck lace up short chiffon shirt versatile foreign style top,566,334,334,41,No Brand,105,1,1511,1,0,0,0,0,1,5.0,1497,2,1,Mainland China,0,0,0,0,0,0,0,3
3989776179,360379308,Short Sleeves,Chiffon Sweet Square Collar Shirt Pleated Slim Short Sleeve Top,649,267,267,59,No Brand,576,173,14609,156,11,3,1,2,173,4.84,1926,356,1,Mainland China,0,0,0,0,0,0,0,3
9768854474,273094218,Short Sleeves,Korean Style Slim Knitted Top Short Sleeve T-shirt For Summer,370,159,159,57,No Brand,12,0,645,0,0,0,0,0,0,0.0,585,1,1,"Guiguinto, Bulacan",0,0,0,0,0,0,0,5
11809388760,360379308,Short Sleeves,Chiffon Square-neck Short Sleeve Shirt Pleated Slim Ruffle Top Cute Tops,956,239,239,75,No Brand,321,46,7950,41,1,3,0,1,46,4.76,3247,97,1,Mainland China,0,0,0,0,0,0,0,4
8986367640,494426915,Short Sleeves,Korean Style Fashion Short-sleeved Chiffon Shirt Lace Doll Collar Loose Blouse Women,681,341,341,50,No Brand,6,0,261,0,0,0,0,0,0,0.0,14998,0,1,Mainland China,0,0,0,1,0,0,0,3
9960386794,325618926,Short Sleeves,Retro Pleated Slim-Fit Blouse Puff Sleeve Flounces Shirt Square Collar off-Shoulder Floral Tops,600,272,272,55,No Brand,823,158,16359,148,6,2,1,1,158,4.89,3393,329,1,Mainland China,0,0,0,0,0,0,0,4
9690696309,420881087,Short Sleeves,Plus Size Blouse Women Summer Korean Style Short-sleeved T-shirt Loose Embroidered Blouse Tops,550,275,275,50,No Brand,0,0,21,0,0,0,0,0,0,0.0,36000,0,1,Mainland China,0,0,0,1,0,0,0,6
9404992288,38991063,Short Sleeves,AS Elegant Women's Korean Button Back Bow Tie Collar Sexy Sweet Short SleeveTops Blouse 1515,220,220,220,31,No Brand,138,17,4734,14,2,0,1,0,17,4.71,220,31,1,"Tondo I / Ii, Metro Manila",0,0,0,0,0,0,0,11
9269685419,461989632,Short Sleeves,Oversized Tie Dye t-shirt for Women Top T shirt for Men Korean Top Unicorn Top Blouse,450,170,170,62,No Brand,21,2,1352,1,0,0,0,1,2,3.0,34,6,1,"Malate, Metro Manila",0,0,0,1,0,0,0,2
11720575577,69827898,Short Sleeves,Women's Fashion Blouses Silk Satin Shirt Women Multi Colors Short Sleeve Blouse Summer Style Classic O Neck Plain Tops Ladies,358,286,286,20,No Brand,5,1,760,0,0,0,1,0,1,2.0,23971,1,1,Mainland China,0,0,0,0,0,0,0,6
7743987734,226484771,Short Sleeves,Blue Rae Fashion Blouse Loose Type for Women's #819,299,199,199,33,No Brand,40,7,1835,5,1,0,0,0,6,4.83,248,19,1,"Paranaque City, Metro Manila",0,0,0,0,0,0,0,4
11108001161,325618926,Short Sleeves,Chiffon Square Collar Blouse Single Breasted Pleated Shirt Short Puff Sleeve Chubby Top,500,255,255,49,No Brand,874,201,24377,186,10,2,1,2,201,4.89,7931,426,1,Mainland China,0,0,0,0,0,0,0,5
10434199627,420881087,Short Sleeves,Chiffon Short-sleeved Plus Size Blouse Women Summer Korean Floral Printed Blouse Tops,662,331,331,50,No Brand,0,0,25,0,0,0,0,0,0,0.0,239976,0,1,Mainland China,0,0,0,1,0,0,0,3
6957685706,41311013,Short Sleeves,NO BAD VIBES Statement Shirt Crop Top Tees,100,65,65,35,No Brand,5598,3683,7417,2989,174,196,99,225,3683,4.52,64019,13677,1,"Pasig City, Metro Manila",0,0,1,0,0,0,0,7
10915485785,453049862,Short Sleeves,2021 summer new solid slim top women's one shoulder open back side drawstring vest,599,450,450,25,No Brand,54,0,1328,0,0,0,0,0,0,0.0,5993,0,1,Mainland China,0,0,0,0,0,0,0,2
6497386249,390661481,Short Sleeves,Short-sleeved Women's Design Sense Niche Tie-dye T-shirt Women's All-match Western-style Top,502,251,251,50,No Brand,1,0,122,0,0,0,0,0,0,0.0,998,0,1,Mainland China,0,0,0,0,0,0,0,1
4342336816,226484771,Short Sleeves,Blue Rae Fashion Soft Cotton Blouse Random/Assorted Color,99,79,99,20,No Brand,36,36,661,29,3,3,1,0,36,4.67,400,192,1,"Paranaque City, Metro Manila",0,0,0,0,0,0,0,4
11934166807,420881087,Short Sleeves,Plus Size Blouse Summer Women's Korean Striped Round Neck Short-sleeved T-shirt Loose All-match Blouse Tops,596,298,298,50,No Brand,0,0,22,0,0,0,0,0,0,0.0,179982,0,1,Mainland China,0,0,0,1,0,0,0,3
11027840036,484975541,Short Sleeves,Short-SleeveTWomen's American T-shirthiphopSummer Loose Korean FashioninsHarajuku StylechicHong Kong Style Korean Style Half Sleeve Top,650,176,196,73,No Brand,2,0,115,0,0,0,0,0,0,0.0,2399,0,1,Mainland China,0,0,0,1,0,0,0,4
10321290152,494426915,Short Sleeves,Chiffon Strapless Sling Korean Style One-shoulder Short-sleeved Loose Top Women Blouse,590,295,295,50,No Brand,24,1,2322,1,0,0,0,0,1,5.0,24982,2,1,Mainland China,0,0,0,1,0,0,0,5
11927592273,494426915,Short Sleeves,women blouse knitted three-quarter sleeves v-neck loose top,589,295,295,50,No Brand,6,0,124,0,0,0,0,0,0,0.0,6420,0,1,Mainland China,0,0,0,1,0,0,0,7
3960940111,331814357,Short Sleeves,elegant korean Plus Size Basic Shirt Oversized Fashion Women Apparel,69,69,79,50,No Brand,142,201,2390,164,13,9,8,7,201,4.59,16782,962,1,"San Nicolas, Metro Manila",0,0,1,0,0,0,0,20
8785589763,494426915,Short Sleeves,Simple Polka Dot Round Neck Pleated Loose Short-sleeved Shirt Top Women Blouse,573,287,287,50,No Brand,25,0,770,0,0,0,0,0,0,0.0,4994,1,1,Mainland China,0,0,0,1,0,0,0,1
6643743984,261982866,Short Sleeves,Moussy #86707 women blouse R-Neck,580,382,382,34,No Brand,30,20,736,17,2,1,0,0,20,4.8,125,58,1,"Ermita, Metro Manila",0,0,1,1,0,0,0,3
2671500176,35346563,Short Sleeves,boho short sleeves halter knitted blouse,99,99,99,55,No Brand,2554,694,5165,495,72,56,26,45,694,4.36,109655,3203,1,"San Nicolas, Metro Manila",0,0,0,0,0,0,0,12
7277794266,27574322,Short Sleeves,boho Plus Size Basic Shirt Oversized Fashion Women Apparel Blouse Tops,69,69,99,34,No Brand,1161,956,9289,781,72,57,17,29,956,4.63,398980,7824,1,"San Nicolas, Metro Manila",0,0,1,0,0,0,0,40
8688153492,390661481,Short Sleeves,【COD】New Ice Silk Sweater T-shirt V-neck Korean Loose Large Size Women's Blouse,551,276,276,50,No Brand,5,0,305,0,0,0,0,0,0,0.0,9944,0,1,Mainland China,0,0,0,1,0,0,0,5
9885535307,408422598,Short Sleeves,Blouse Plus Size Summer Silk Loose Baita Short-sleeved T-shirt Printing Trend Korean Blouse Tops,640,320,320,50,No Brand,2,0,613,0,0,0,0,0,0,0.0,5992,0,1,Mainland China,0,0,0,1,0,0,0,1
11807333543,442364402,Short Sleeves,★PIGGY★ Korean Chic Sweet Super Fairy Retro Thin Square Collar Puffed Sleeve Top Age Reducing Long Sleeve Shirt Girl,808,421,421,48,No Brand,32,0,588,0,0,0,0,0,0,0.0,3996,0,1,Mainland China,0,0,0,0,0,0,0,1
6940783740,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,250,150,150,40,No Brand,99,71,2235,68,1,1,0,1,71,4.9,391,130,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,6
11030420265,446577487,Short Sleeves,Waist Blouse Korean Style Square Collar Shirt Shirt Short-sleeved Women's Clothing,612,306,306,50,No Brand,0,0,37,0,0,0,0,0,0,0.0,2256,0,1,Mainland China,0,0,0,0,0,0,0,3
3390269781,442364402,Short Sleeves,SALE 50pcs only★PIGGY★ Chiffon Long Sleeve Shirt Women's Spring and Autumn Wear New Lazy Style Commuter Loose Top Trumpet Sleeve Solid Color Shirt,949,266,266,72,No Brand,32,0,533,0,0,0,0,0,0,0.0,7991,0,1,Mainland China,0,0,0,0,0,0,0,2
11120349179,494426915,Short Sleeves,Chiffon Shirt Korean Style Loose Fashion Bow Short-sleeved Blouse Women,570,285,285,50,No Brand,0,0,102,0,0,0,0,0,0,0.0,47379,0,1,Mainland China,0,0,0,1,0,0,0,6
4039375450,226484771,Short Sleeves,Blue Rae Fashion Korean Polka Dot Blouse for Women,249,199,199,20,No Brand,258,74,240,72,2,0,0,0,74,4.97,28,173,1,"Paranaque City, Metro Manila",0,0,0,0,0,0,0,4
10732366832,442819322,Short Sleeves,Chiffon Shirt Women Loose Blouse Large Size Bow Short-sleeved Blouse,727,364,364,50,No Brand,1,0,45,0,0,0,0,0,0,0.0,1501,0,1,Mainland China,0,0,0,0,0,0,0,1
5239379384,226484771,Short Sleeves,Blue Rae Fashion Lady's Korean Blouse for Women,249,199,199,20,No Brand,51,8,392,5,3,0,0,0,8,4.62,199,20,1,"Paranaque City, Metro Manila",0,0,0,0,0,0,0,4
11120897419,64360491,Short Sleeves,korean fashion knitted Round neck blouse top shortsleeve,300,250,250,17,No Brand,21,13,1300,13,0,0,0,0,13,5.0,231,65,1,"Pasay City, Metro Manila",0,0,0,0,0,0,0,6
11124987229,446577487,Short Sleeves,Korean Short-sleeved T-shirt with Letter Print Puff Sleeve Loose Cotton Top,584,292,292,50,No Brand,12,0,245,0,0,0,0,0,0,0.0,1874,0,1,Mainland China,0,0,0,0,0,0,0,2
6264066795,1338091,Short Sleeves,Good Day Formal Casual Cotton Plain Embroidered Short Sleeve XL/2XL Women's Top Shirt Blouse #8350,599,200,200,67,No Brand,135,38,4694,35,0,2,1,0,38,4.82,80,102,1,"Pasay City, Metro Manila",0,0,0,1,0,0,0,1
7451656191,298618052,Short Sleeves,Ice silk knitted short sleeve T-shirt summer new V-neck high waist exposed navel short slim knitted top for women,,209,209,0,No Brand,9465,1089,4586,1009,58,18,3,1,1089,4.9,7448,2393,1,Mainland China,0,0,1,0,0,0,0,8
9538704888,312874722,Short Sleeves,Korean Boutique Trendy New Design Loose Shirt.1,79,69,79,65,No Brand,74,73,637,52,9,3,1,8,73,4.32,58820,314,1,"San Nicolas, Metro Manila",0,0,0,0,0,0,0,50
10726404536,467989456,Short Sleeves,Triple A  Oversized shirt Casual Letter Print Short Sleeve T-shirt Summer Korean new style female student blouse,578,289,289,50,No Brand,0,0,18,0,0,0,0,0,0,0.0,11744,0,1,Mainland China,0,0,0,1,0,0,0,4
9122398206,398300573,Top,ATS #1612 NEW KOREAN UNISEX FASHION TOP TEES [ T-SHIRTS ] ROUNDNECK 100% GOOD QUALITY COTTON,350,99,99,72,No Brand,30,29,2250,25,2,1,0,1,29,4.72,18876,121,1,"Binondo, Metro Manila",0,0,0,0,0,1,0,5
8609874968,50099473,Top,[2 in 1 set] simple Korean popular sports sweatshirt + trousers unisex size Korean size,699,280,280,60,No Brand,25,33,358,30,3,0,0,0,33,4.91,1625,65,1,"Valenzuela City, Metro Manila",0,0,0,0,0,1,0,4
10430632905,456945745,Top,Men Short Sleeved T-shirt Casual Clothes Korean Loose Bottoming Shirt,616,308,308,50,No Brand,0,0,41,0,0,0,0,0,0,0.0,1880,0,1,Mainland China,0,0,0,1,0,0,0,2
11330133833,276895504,Top,oxgn one piece fashion Korean round neck tshirt tees tops unisex,150,69,69,54,No Brand,0,0,171,0,0,0,0,0,0,0.0,2498,0,1,"Valenzuela City, Metro Manila",0,0,0,0,0,0,0,5
10528944067,371422543,Top,✦MOLLGE✦Summer Abstinence Style Temperament Shirt Fashion Trend Korean Style Short Sleeved Oversized Shirt For Men ​Top,656,328,328,50,No Brand,0,0,96,0,0,0,0,0,0,0.0,20000,0,1,Mainland China,0,0,0,0,0,0,0,5
8878484985,86411248,Top,EMILY Two Toned Top Tank New Trend,99,49,49,51,No Brand,28,25,1398,24,1,0,0,0,25,4.96,2550,74,1,"Las Pinas City, Metro Manila",0,0,0,1,0,0,0,7
10531164516,74897653,Top,Dragon logo fashion Korean round neck tshirt tees tops unisex,150,69,69,54,No Brand,1,0,47,0,0,0,0,0,0,0.0,5999,0,1,"Valenzuela City, Metro Manila",0,0,0,0,0,0,0,2
6285046010,202193803,Top,2021 new shirt men's short-sleeved loose Korean shirt trend summer drop shoulder solid color shirt top,700,359,359,49,No Brand,422,48,7445,33,11,3,0,1,48,4.56,11867,116,1,Mainland China,0,0,0,0,0,0,0,3
9284963495,405162349,Top,COD M-3XL Men's New T-shirt Summer Couple T-shirt Korean Short T Trend Loose Top Student Short Sleeve T-shirt t t shirt for men,518,259,259,50,No Brand,4,0,284,0,0,0,0,0,0,0.0,14998,0,1,Mainland China,0,0,0,0,0,0,0,3
11427352348,371422543,Top,✦MOLLGE✦ Summer Pink Blue Smiley Print Fashion Korean Style Loose Oversized Tshirt For Men Black Pink Top,518,259,279,50,No Brand,3,0,53,0,0,0,0,0,0,0.0,21000,0,1,Mainland China,0,0,0,1,0,0,0,3
11234493777,371422543,Top,✦MOLLGE✦ Summer Skateboard Bear Print Fashion Korean Style Loose Oversized Tshirt For Men Black Pink Top,518,259,279,50,No Brand,0,0,1,0,0,0,0,0,0,0.0,14000,0,1,Mainland China,0,0,0,1,0,0,0,2
9627903603,202193803,Top,Long-sleeved shirt men's loose shoulder ice silk casual shirt clothes Korean style top,700,359,359,49,No Brand,1000,86,9920,68,4,8,1,5,86,4.5,19766,214,1,Mainland China,0,0,0,0,0,0,0,5
7796205636,405162349,Top,COD M-4XL Men's T-shirt Summer New Couple T-shirt Korean Short T Trend Loose Top Student Short Sleeve T-shirt  t shirt for men,518,259,259,50,No Brand,17,4,2909,3,0,1,0,0,4,4.5,17963,8,1,Mainland China,0,0,0,0,0,0,0,3
9560919803,405162349,Top,2021 New Short Sleeve T-shirt Men Korean Fashion Summer Tops Fashion Tshirt For Men Clothing Men S T Shirt,558,269,269,52,No Brand,56,7,2179,7,0,0,0,0,7,5.0,14933,50,1,Mainland China,0,0,0,0,0,0,0,3
6457662283,47114599,Top,Simple [2 in 1 set] Korean popular sports sweatshirt + trousers unisex size Korean size,699,280,280,60,No Brand,5323,1809,6938,1641,102,39,12,15,1809,4.85,4733,4125,1,"Valenzuela City, Metro Manila",0,0,1,0,0,1,0,7
7796256289,405162349,Top,COD M-4XL Summer Couple T-shirt Men's Korean Short-sleeved T-shirt Trend Loose Top Student Short T t shirt for men,518,259,259,50,No Brand,5,1,993,1,0,0,0,0,1,5.0,11992,2,1,Mainland China,0,0,0,0,0,0,0,2
10407734536,405162349,Top,COD Summer Hip Hop Short Sleeve T-shirt Men S T Shirt Round Neck Loose Casual Korean Fashion Top Tshirt For Men ,538,269,269,50,No Brand,76,17,4865,13,0,2,1,1,17,4.35,11902,71,1,Mainland China,0,0,0,0,0,0,0,2
8680884053,371422543,Top,✦MOLLGE✦ Summer Moon Print Fashion Korean Style Loose Oversized Tshirt For Men Black Pink Top,518,259,279,50,No Brand,11,3,718,3,0,0,0,0,3,5.0,20983,10,1,Mainland China,0,0,0,1,0,0,0,3
8812598550,297500153,Top,Unisex Korean Fashion  NIKE Round Neck Long Sleeve  T-shirt with long sleeve,999,80,80,92,No Brand,256,672,7221,571,46,31,9,15,672,4.71,106676,3062,1,"Pasay City, Metro Manila",0,0,1,0,0,0,0,5
6770632454,313361199,Top,【M-3XL/3color】Oversize Fat Mens T Shirt Tees Korean Style Big Size Loose Cotton Round Neck Cartoon Printed Short Sleeve For Men Unisex Fashion Trend Casual Tops Hip Hop Streetwear Student Youth Wild Breathable Couple pink,536,235,268,56,No Brand,130,88,481,71,5,7,1,4,88,4.57,16625,289,1,Mainland China,0,0,0,0,0,0,0,5
11433505687,21233263,Top,WHALE SHARK TM113-M tshirt for men korean fashion loose teen oversized tops on sale big size #40,130,78,78,40,No Brand,0,0,1,0,0,0,0,0,0,0.0,24999,0,1,"Guiguinto, Bulacan",0,0,0,0,0,0,0,5
3080081691,192073727,Top,Men's Korean Style Half Sleeves Fashion Anime Loose T Shirt Hip Hop Graffiti Big Print Oversized Shirt Plus Size Tees Top-BIAOKU,721,274,361,62,No Brand,0,0,18,0,0,0,0,0,0,0.0,15984,0,1,Mainland China,0,0,0,0,0,0,0,2
6135803204,141606030,Top,33945 Retro Color Grid Pattern Bubble Sleeve Crop Top Short Sleeve Shirt33945,495,495,495,30,No Brand,72,6,127,5,0,0,0,1,6,4.33,3945,9,1,Mainland China,0,0,0,0,0,0,0,4
8286551280,446577487,Long Sleeves,Printed Short-sleeved Shirt Women Korean Loose Chiffon Shirt,540,270,270,50,No Brand,13,0,410,0,0,0,0,0,0,0.0,186,1,1,Mainland China,0,0,0,1,0,0,0,1
7742628820,140134509,Long Sleeves,Korean sexy plain color v-neck tops for women/Kor style v-neck blouse/ Women's sun protection top,350,149,189,57,No Brand,660,116,3520,112,3,1,0,0,116,4.96,739,245,1,"Caloocan City, Metro Manila",0,0,0,0,0,1,0,18
6580193656,46399675,Long Sleeves,AUTUMN Korean Lettuce Longsleeves Top,200,65,65,68,No Brand,4240,3967,33045,3198,252,252,113,152,3967,4.57,1672,9992,1,"Pasig City, Metro Manila",0,0,1,1,0,0,0,6
3494884161,489547990,Long Sleeves,Fashionable Korean Long Sleeves | Shades of Yellow and Green,,20,20,0,No Brand,4,0,158,0,0,0,0,0,0,0.0,7,0,1,"San Mateo, Rizal",0,0,0,0,0,0,0,7
11031708173,484975541,Long Sleeves,Summer Short-SleevedTT-shirt Female Student Korean Style All-Match Loose Half-Sleeve Top Fashionins,642,167,185,74,No Brand,11,0,134,0,0,0,0,0,0,0.0,2400,0,1,Mainland China,0,0,0,1,0,0,0,4
6844085261,141606030,Long Sleeves,Korean Sweet Cute Loose Long Sleeve Shirt Tops,796,507,507,36,No Brand,86,3,194,3,0,0,0,0,3,5.0,19727,6,1,Mainland China,0,0,0,0,0,0,0,2
9856496188,36061658,Long Sleeves,ladie's causal elegant plain square collar proof sleeve tops,250,230,230,8,No Brand,309,103,6378,97,3,1,2,0,103,4.89,12,271,1,"Binondo, Metro Manila",0,0,0,0,0,1,0,9
10623693035,453259263,Long Sleeves,Women's knitted cardigan short single-breasted short-sleeved top,669,179,245,73,No Brand,71,0,2359,0,0,0,0,0,0,0.0,4998,1,1,Mainland China,0,0,0,0,0,0,0,5
3663848146,126018720,Long Sleeves,Ready Stock Women Chiffon Puff Sleeve Crop Top Floral Long Sleeve T-Shirts Tops Croptop,445,117,255,74,No Brand,298,56,1428,50,2,3,1,0,56,4.8,2064,104,1,Mainland China,0,0,0,1,0,0,0,5
11331599313,494689664,Long Sleeves,White Satin Shirt Women's Autumn and Winter Design Versatile Retro Temperament Long Sleeve Drape Top,659,462,462,30,No Brand,0,0,33,0,0,0,0,0,0,0.0,17962,0,1,Mainland China,0,0,0,0,0,0,0,4
6663742476,126018720,Long Sleeves,Ready Stock COD Women Korean Crop Tops Western Style Design Tops Long Sleeve Shirt Chiffon Tops Casual Blouse Loose Tops,523,64,319,89,No Brand,1401,309,12436,289,12,6,0,2,309,4.9,15442,609,1,Mainland China,0,0,0,1,0,0,0,18
8287486021,420881087,Long Sleeves,Plus Size Blouse Women Casual Shirts Korean Style Fashion Loose Long Sleeve Shirts,680,340,340,50,No Brand,10,0,379,0,0,0,0,0,0,0.0,19980,0,1,Mainland China,0,0,0,1,0,0,0,4
3989925558,50106625,Long Sleeves,【lgoh.ph】boho tie top smocked off shoulder stripe longsleeves v/ string,,99,99,0,No Brand,84,102,1862,102,0,0,0,0,102,5.0,4908,397,1,"Balagtas, Bulacan",0,0,0,0,0,0,0,10
9683305154,360379308,Long Sleeves,Puff Sleeve Korean-style Pleated Versatile Slim Top Chiffon Sweet Cute Tops,502,272,272,46,No Brand,93,3,4341,2,1,0,0,0,3,4.67,3152,13,1,Mainland China,0,0,0,0,0,0,0,4
9085067893,469040375,Long Sleeves,Korean style Solid color women's blouse simple lapel chiffon long sleeve shirt 3 colors,311,218,218,30,No Brand,1,0,21,0,0,0,0,0,0,0.0,299,0,1,"Marilao, Bulacan",0,0,0,0,0,0,0,3
8984463141,469040375,Long Sleeves,Korean style loose top casual striped long-sleeved women's shirt 2 colors,305,214,214,30,No Brand,1,0,7,0,0,0,0,0,0,0.0,199,0,1,"Marilao, Bulacan",0,0,0,0,0,0,0,2
2986465635,151149464,Long Sleeves,Sunscreen Bluse women new chiffon mid-length loose shawl casual Korean beach large size sunscreen Bluse women,738,309,349,58,No Brand,3,0,104,0,0,0,0,0,0,0.0,2399,0,1,Mainland China,0,0,0,1,0,0,0,4
11319931117,490592098,Long Sleeves,KK OnlineShop Korean Boutique Trendy New Design Loose Shirt..,150,78,78,48,No Brand,0,0,104,0,0,0,0,0,0,0.0,24997,3,1,"San Nicolas, Metro Manila",0,0,0,0,0,0,0,50
9141912298,219216737,Long Sleeves,Korean Style Women Blouse Long Sleeve Oversized Retro Checkered Loose Shirt Woman,,280,280,0,No Brand,2480,378,23457,322,35,13,2,6,378,4.76,14449,866,1,Mainland China,0,0,1,1,0,0,0,3
